,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice Month,Invoice Year,Invoice Day
1700,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Apparel,50.0,575,287500,158125,55%,In-store,September,2021,Wednesday
1701,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,750,375000,187500,50%,In-store,October,2021,Sunday
1702,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,575,230000,92000,40%,In-store,October,2021,Sunday
1703,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Street Footwear,40.0,425,170000,51000,30%,In-store,October,2021,Sunday
1704,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,40.0,400,160000,56000,35%,In-store,October,2021,Sunday
1705,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Apparel,50.0,400,200000,80000,40%,In-store,October,2021,Sunday
1706,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,55.0,525,288750,158813,55%,In-store,October,2021,Sunday
1707,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,675,337500,168750,50%,In-store,November,2021,Tuesday
1708,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,45.0,500,225000,90000,40%,In-store,November,2021,Tuesday
1709,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,445,200250,60075,30%,In-store,November,2021,Tuesday
1710,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,475,213750,74813,35%,In-store,November,2021,Tuesday
1711,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Apparel,60.0,450,270000,108000,40%,In-store,November,2021,Tuesday
1712,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Apparel,65.0,625,406250,223438,55%,In-store,November,2021,Tuesday
1713,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,850,510000,255000,50%,In-store,December,2021,Wednesday
1714,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,650,325000,130000,40%,In-store,December,2021,Wednesday
1715,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Street Footwear,50.0,600,300000,90000,30%,In-store,December,2021,Wednesday
1716,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.0,550,275000,96250,35%,In-store,December,2021,Wednesday
1717,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,60.0,550,330000,132000,40%,In-store,December,2021,Wednesday
1718,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,650,422500,232375,55%,In-store,December,2021,Wednesday
1719,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Street Footwear,30.0,625,187500,75000,40%,In-store,January,2021,Monday
1720,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,425,127500,44625,35%,In-store,January,2021,Monday
1721,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Street Footwear,20.0,425,85000,29750,35%,In-store,January,2021,Monday
1722,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,68750,27500,40%,In-store,January,2021,Monday
1723,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Apparel,40.0,325,130000,45500,35%,In-store,January,2021,Monday
1724,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Apparel,30.0,425,127500,63750,50%,In-store,January,2021,Monday
1725,Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Street Footwear,30.0,675,202500,81000,40%,In-store,February,2021,Thursday
1726,Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,325,97500,34125,35%,In-store,February,2021,Thursday
1727,Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Women's Street Footwear,20.0,375,75000,26250,35%,In-store,February,2021,Thursday
1728,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,250,62500,25000,40%,In-store,February,2021,Thursday
1729,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Men's Apparel,40.0,325,130000,45500,35%,In-store,February,2021,Thursday
1730,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Apparel,30.0,400,120000,60000,50%,In-store,February,2021,Thursday
1731,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,620,217000,86800,40%,In-store,March,2021,Wednesday
1732,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,300,105000,36750,35%,In-store,March,2021,Wednesday
1733,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,350,87500,30625,35%,In-store,March,2021,Wednesday
1734,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.0,200,60000,24000,40%,In-store,March,2021,Wednesday
1735,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,45.0,250,112500,39375,35%,In-store,March,2021,Wednesday
1736,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Apparel,35.0,350,122500,61250,50%,In-store,March,2021,Wednesday
1737,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,575,201250,80500,40%,In-store,April,2021,Sunday
1738,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,82500,28875,35%,In-store,April,2021,Sunday
1739,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,55000,19250,35%,In-store,April,2021,Sunday
1740,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,200,50000,20000,40%,In-store,April,2021,Sunday
1741,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Apparel,40.0,225,90000,31500,35%,In-store,April,2021,Sunday
1742,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Apparel,30.0,350,105000,52500,50%,In-store,April,2021,Sunday
1743,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,620,248000,99200,40%,In-store,May,2021,Wednesday
1744,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,325,113750,39813,35%,In-store,May,2021,Wednesday
1745,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Street Footwear,30.0,300,90000,31500,35%,In-store,May,2021,Wednesday
1746,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.0,225,67500,27000,40%,In-store,May,2021,Wednesday
1747,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,45.0,250,112500,39375,35%,In-store,May,2021,Wednesday
1748,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Apparel,50.0,350,175000,87500,50%,In-store,May,2021,Wednesday
1749,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,600,210000,84000,40%,In-store,June,2021,Friday
1750,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,350,105000,36750,35%,In-store,June,2021,Friday
1751,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,375,93750,32813,35%,In-store,June,2021,Friday
1752,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,350,87500,35000,40%,In-store,June,2021,Friday
1753,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Men's Apparel,40.0,350,140000,49000,35%,In-store,June,2021,Friday
1754,Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,45.0,525,236250,118125,50%,In-store,June,2021,Friday
1755,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,750,300000,120000,40%,In-store,July,2021,Saturday
1756,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,500,175000,61250,35%,In-store,July,2021,Saturday
1757,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Women's Street Footwear,30.0,425,127500,44625,35%,In-store,July,2021,Saturday
1758,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.0,375,112500,45000,40%,In-store,July,2021,Saturday
1759,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Apparel,40.0,375,150000,52500,35%,In-store,July,2021,Saturday
1760,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Women's Apparel,45.0,550,247500,123750,50%,In-store,July,2021,Saturday
1761,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,700,280000,112000,40%,In-store,August,2021,Wednesday
1762,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40.0,475,190000,66500,35%,In-store,August,2021,Wednesday
1763,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Women's Street Footwear,35.0,400,140000,49000,35%,In-store,August,2021,Wednesday
1764,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,325,81250,32500,40%,In-store,August,2021,Wednesday
1765,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Apparel,35.0,300,105000,36750,35%,In-store,August,2021,Wednesday
1766,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Women's Apparel,40.0,475,190000,95000,50%,In-store,August,2021,Wednesday
1767,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,600,210000,84000,40%,In-store,September,2021,Sunday
1768,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,400,120000,42000,35%,In-store,September,2021,Sunday
1769,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,15.0,300,45000,15750,35%,In-store,September,2021,Sunday
1770,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,41250,16500,40%,In-store,September,2021,Sunday
1771,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,68750,24063,35%,In-store,September,2021,Sunday
1772,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Apparel,30.0,350,105000,52500,50%,In-store,September,2021,Sunday
1773,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,525,183750,73500,40%,In-store,October,2021,Monday
1774,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.0,350,87500,30625,35%,In-store,October,2021,Monday
1775,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,250,62500,21875,35%,In-store,October,2021,Monday
1776,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,225,56250,22500,40%,In-store,October,2021,Monday
1777,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,35.0,225,78750,27563,35%,In-store,October,2021,Monday
1778,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Apparel,40.0,350,140000,70000,50%,In-store,October,2021,Monday
1779,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35.0,500,175000,70000,40%,In-store,November,2021,Thursday
1780,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.0,350,87500,30625,35%,In-store,November,2021,Thursday
1781,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295,73750,25813,35%,In-store,November,2021,Thursday
1782,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,325,81250,32500,40%,In-store,November,2021,Thursday
1783,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Apparel,45.0,300,135000,47250,35%,In-store,November,2021,Thursday
1784,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Apparel,50.0,400,200000,100000,50%,In-store,November,2021,Thursday
1785,Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Street Footwear,45.0,650,292500,117000,40%,In-store,December,2021,Friday
1786,Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,450,157500,55125,35%,In-store,December,2021,Friday
1787,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Street Footwear,35.0,400,140000,49000,35%,In-store,December,2021,Friday
1788,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,35.0,350,122500,49000,40%,In-store,December,2021,Friday
1789,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Apparel,45.0,350,157500,55125,35%,In-store,December,2021,Friday
1790,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Apparel,50.0,450,225000,112500,50%,In-store,December,2021,Friday
1791,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,675,168750,67500,40%,In-store,January,2021,Monday
1792,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.0,475,118750,41563,35%,In-store,January,2021,Monday
1793,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Street Footwear,15.0,475,71250,24938,35%,In-store,January,2021,Monday
1794,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20.0,325,65000,26000,40%,In-store,January,2021,Monday
1795,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Apparel,35.0,375,131250,45938,35%,In-store,January,2021,Monday
1796,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Apparel,25.0,475,118750,59375,50%,In-store,January,2021,Monday
1797,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,725,181250,72500,40%,In-store,February,2021,Thursday
1798,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.0,375,93750,32813,35%,In-store,February,2021,Thursday
1799,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Women's Street Footwear,15.0,425,63750,22313,35%,In-store,February,2021,Thursday
1800,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,300,60000,24000,40%,In-store,February,2021,Thursday
1801,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Men's Apparel,35.0,375,131250,45938,35%,In-store,February,2021,Thursday
1802,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,25.0,450,112500,56250,50%,In-store,February,2021,Thursday
1803,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,30.0,670,201000,80400,40%,In-store,March,2021,Wednesday
1804,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30.0,350,105000,36750,35%,In-store,March,2021,Wednesday
1805,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,20.0,400,80000,28000,35%,In-store,March,2021,Wednesday
1806,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,250,62500,25000,40%,In-store,March,2021,Wednesday
1807,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,40.0,300,120000,42000,35%,In-store,March,2021,Wednesday
1808,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Apparel,30.0,400,120000,60000,50%,In-store,March,2021,Wednesday
1809,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,30.0,625,187500,75000,40%,In-store,April,2021,Sunday
1810,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,325,81250,28438,35%,In-store,April,2021,Sunday
1811,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,15.0,325,48750,17063,35%,In-store,April,2021,Sunday
1812,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,250,50000,20000,40%,In-store,April,2021,Sunday
1813,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,35.0,275,96250,33688,35%,In-store,April,2021,Sunday
1814,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,25.0,400,100000,50000,50%,In-store,April,2021,Sunday
1815,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,35.0,670,234500,93800,40%,In-store,May,2021,Wednesday
1816,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Athletic Footwear,30.0,375,112500,39375,35%,In-store,May,2021,Wednesday
1817,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Street Footwear,25.0,350,87500,30625,35%,In-store,May,2021,Wednesday
1818,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,68750,27500,40%,In-store,May,2021,Wednesday
1819,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,40.0,300,120000,42000,35%,In-store,May,2021,Wednesday
1820,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Apparel,45.0,400,180000,90000,50%,In-store,May,2021,Wednesday
1821,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Street Footwear,30.0,650,195000,78000,40%,In-store,June,2021,Friday
1822,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,400,100000,35000,35%,In-store,June,2021,Friday
1823,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Street Footwear,20.0,425,85000,29750,35%,In-store,June,2021,Friday
1824,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,400,80000,32000,40%,In-store,June,2021,Friday
1825,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Apparel,35.0,400,140000,49000,35%,In-store,June,2021,Friday
1826,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Apparel,40.0,575,230000,115000,50%,In-store,June,2021,Friday
1827,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,35.0,800,280000,112000,40%,In-store,July,2021,Saturday
1828,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30.0,550,165000,57750,35%,In-store,July,2021,Saturday
1829,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,25.0,475,118750,41563,35%,In-store,July,2021,Saturday
1830,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,425,106250,42500,40%,In-store,July,2021,Saturday
1831,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,35.0,425,148750,52063,35%,In-store,July,2021,Saturday
1832,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,40.0,600,240000,120000,50%,In-store,July,2021,Saturday
1833,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,35.0,750,262500,105000,40%,In-store,August,2021,Wednesday
1834,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,35.0,525,183750,64313,35%,In-store,August,2021,Wednesday
1835,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,30.0,450,135000,47250,35%,In-store,August,2021,Wednesday
1836,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,375,75000,30000,40%,In-store,August,2021,Wednesday
1837,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,30.0,350,105000,36750,35%,In-store,August,2021,Wednesday
1838,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,35.0,525,183750,91875,50%,In-store,August,2021,Wednesday
1839,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,30.0,650,195000,78000,40%,In-store,September,2021,Sunday
1840,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,450,112500,39375,35%,In-store,September,2021,Sunday
1841,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,10.0,350,35000,12250,35%,In-store,September,2021,Sunday
1842,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,10.0,325,32500,13000,40%,In-store,September,2021,Sunday
